run_num,cbench_min,cbench_max,cbench_avg,start_time,end_time,controller_ip,human_time,num_switches,num_macs,tests_per_switch,ms_per_test,start_steal_time,end_steal_time,total_ram,used_ram,free_ram,cpus,one_min_load,five_min_load,fifteen_min_load,controller,start_iowait,end_iowait
0,22210.44,26500.35,24045.54,1450480180,1450480283,200.19.151.143,2015-12-18 23:11:23 2015 UTC,2,100000,10,10000,0,0,32174,5506,26668,8,11,83,6,OpenDaylight,8979,8980
1,18107.43,34281.27,22887.47,1450480308,1450480411,200.19.151.143,2015-12-18 23:13:32 2015 UTC,2,100000,10,10000,0,0,32174,5513,26658,8,13,33,8,OpenDaylight,8983,8985
2,17935.05,47297.49,24822.27,1450480439,1450480542,200.19.151.143,2015-12-18 23:15:42 2015 UTC,2,100000,10,10000,0,0,32174,5551,26620,8,12,30,9,OpenDaylight,8990,8993
3,18168.37,42038.52,26893.86,1450480573,1450480676,200.19.151.143,2015-12-18 23:17:56 2015 UTC,2,100000,10,10000,0,0,32174,5550,26622,8,12,60,10,OpenDaylight,8996,9001
4,18091.08,37025.58,23698.18,1450480691,1450480793,200.19.151.143,2015-12-18 23:19:53 2015 UTC,2,100000,10,10000,0,0,32174,5549,26627,8,11,47,10,OpenDaylight,9004,9005
5,16321.71,30407.74,20730.17,1450480807,1450480910,200.19.151.143,2015-12-18 23:21:50 2015 UTC,2,100000,10,10000,0,0,32174,5553,26619,8,13,72,11,OpenDaylight,9007,9010
6,17217.76,34674.16,22259.23,1450480927,1450481030,200.19.151.143,2015-12-18 23:23:50 2015 UTC,2,100000,10,10000,0,0,32174,5554,26619,8,13,30,11,OpenDaylight,9012,9015
7,18204.74,36942.77,24391.15,1450481051,1450481154,200.19.151.143,2015-12-18 23:25:55 2015 UTC,2,100000,10,10000,0,0,32174,5534,26642,8,11,87,11,OpenDaylight,9017,9022
8,17885.50,35285.75,24323.61,1450481179,1450481282,200.19.151.143,2015-12-18 23:28:03 2015 UTC,2,100000,10,10000,0,0,32174,5534,26640,8,10,44,11,OpenDaylight,9025,9027
9,14915.15,33132.30,23021.16,1450481311,1450481414,200.19.151.143,2015-12-18 23:30:14 2015 UTC,2,100000,10,10000,0,0,32174,5534,26639,8,11,39,11,OpenDaylight,9029,9036
